"","5","8","12","16","20","24"
"TRINITY_DN6897_c1_g1",6,2,24,26,33,18
"TRINITY_DN6845_c0_g1",32,97,68,80,68,59
"TRINITY_DN6865_c0_g1",138,106,196,191,130,131
"TRINITY_DN6877_c0_g1",59,37,78,110,69,50
"TRINITY_DN6809_c0_g1",88,103,107,148,105,90
"TRINITY_DN6804_c0_g1",57,103,108,107,109,49
"TRINITY_DN6883_c0_g1",13,31,12,44,24,10
"TRINITY_DN6843_c0_g1",29,22,40,31,23,14
"TRINITY_DN6844_c0_g1",42,61,29,75,88,35
"TRINITY_DN6850_c0_g1",19,35,81,52,67,39
"TRINITY_DN6850_c1_g1",75,85,84,80,76,76
"TRINITY_DN6850_c2_g2",198,251,148,81,244,173
"TRINITY_DN6805_c0_g1",18,29,30,55,55,45
"TRINITY_DN6810_c0_g1",12,15,24,25,18,24
"TRINITY_DN6851_c0_g1",69,84,94,118,75,118
"TRINITY_DN6875_c0_g1",7,19,11,20,12,11
"TRINITY_DN6872_c0_g1",249,219,246,188,311,210
"TRINITY_DN6873_c0_g1",132,85,92,76,165,89
"TRINITY_DN6837_c0_g1",86,170,146,133,169,104
"TRINITY_DN6834_c1_g1",108,101,67,78,109,68
"TRINITY_DN6829_c1_g1",276,377,260,342,404,264
"TRINITY_DN6829_c4_g1",22,31,19,48,52,40
"TRINITY_DN7001_c0_g1",11,28,22,31,30,8
"TRINITY_DN7054_c0_g1",28,57,63,52,82,57
"TRINITY_DN7047_c1_g1",84,66,70,77,95,52
"TRINITY_DN7047_c1_g2",351,289,283,435,420,306
"TRINITY_DN7074_c0_g1",111,126,102,142,187,199
"TRINITY_DN7074_c1_g1",4,6,14,9,18,16
"TRINITY_DN7074_c2_g1",137,120,181,195,123,166
"TRINITY_DN7059_c0_g1",5,23,15,17,22,18
"TRINITY_DN7066_c0_g1",25,54,57,17,47,34
"TRINITY_DN7061_c0_g1",125,259,517,142,173,302
"TRINITY_DN7002_c0_g1",6,19,27,10,12,25
"TRINITY_DN7002_c0_g3",69,65,41,23,44,67
"TRINITY_DN7063_c0_g2",43,88,44,70,157,15
"TRINITY_DN7067_c0_g1",362,451,352,504,578,389
"TRINITY_DN7030_c0_g1",86,108,101,154,59,83
"TRINITY_DN7065_c0_g1",82,109,166,233,174,102
"TRINITY_DN7096_c0_g1",15,52,19,33,23,11
"TRINITY_DN7093_c0_g1",47,94,84,92,94,68
"TRINITY_DN7013_c0_g1",137,135,96,199,227,91
"TRINITY_DN7025_c0_g1",35,48,34,60,33,27
"TRINITY_DN7062_c0_g1",27,33,40,45,42,47
"TRINITY_DN7011_c0_g1",184,289,261,358,373,349
"TRINITY_DN7081_c0_g1",21,76,32,33,47,27
"TRINITY_DN7016_c0_g2",67,148,94,130,162,115
"TRINITY_DN7016_c0_g3",45,26,27,55,21,29
"TRINITY_DN7010_c0_g1",230,377,175,305,307,257
"TRINITY_DN7055_c0_g1",12,107,5,58,52,0
"TRINITY_DN7099_c0_g1",6,77,33,23,21,18
"TRINITY_DN7041_c1_g1",14,25,44,33,10,11
"TRINITY_DN7083_c0_g2",18,4,40,25,0,3
"TRINITY_DN7042_c0_g1",28,22,26,24,34,30
"TRINITY_DN7090_c0_g1",2,46,13,42,25,6
"TRINITY_DN7068_c0_g1",24,63,31,35,47,19
"TRINITY_DN7046_c0_g2",78,141,5,2,129,132
"TRINITY_DN7092_c0_g1",77,105,108,82,49,110
"TRINITY_DN7039_c0_g1",54,77,88,94,132,89
"TRINITY_DN7036_c0_g1",19,4,15,24,15,27
"TRINITY_DN7076_c0_g4",9,12,26,21,25,25
"TRINITY_DN7098_c0_g1",184,188,183,197,218,231
"TRINITY_DN7088_c0_g1",41,139,99,72,223,86
"TRINITY_DN7024_c0_g1",486,563,389,580,516,637
"TRINITY_DN7070_c0_g1",457,458,426,520,482,335
"TRINITY_DN7029_c0_g1",59,70,101,82,86,38
"TRINITY_DN7009_c0_g1",27,62,32,30,51,39
"TRINITY_DN7073_c0_g1",74,190,164,270,195,8
"TRINITY_DN7082_c1_g1",22,0,15,4,18,8
"TRINITY_DN7060_c0_g2",21,15,49,25,18,5
"TRINITY_DN7032_c0_g1",420,519,410,529,555,532
"TRINITY_DN7086_c0_g1",539,823,599,831,1070,895
"TRINITY_DN7052_c0_g1",62,57,47,56,76,70
"TRINITY_DN7037_c0_g1",159,372,172,168,299,201
"TRINITY_DN7028_c0_g1",12,139,48,36,119,118
"TRINITY_DN7071_c0_g1",124,112,99,138,174,144
"TRINITY_DN7019_c0_g1",96,128,88,139,92,98
"TRINITY_DN7064_c0_g1",28,22,20,49,52,16
"TRINITY_DN7064_c1_g1",76,141,125,174,189,156
"TRINITY_DN7020_c0_g1",19,30,22,28,26,11
"TRINITY_DN7091_c0_g1",56,124,83,93,130,85
"TRINITY_DN7097_c0_g1",34,47,28,54,50,40
"TRINITY_DN7339_c0_g1",94,190,168,135,160,131
"TRINITY_DN7313_c0_g1",12,23,34,22,32,36
"TRINITY_DN7320_c0_g1",137,151,87,123,113,102
"TRINITY_DN7320_c0_g2",90,103,73,120,108,107
"TRINITY_DN7306_c0_g1",58,46,63,54,65,64
"TRINITY_DN7391_c0_g1",35,31,13,6,37,13
"TRINITY_DN7399_c0_g1",0,13,7,53,21,11
"TRINITY_DN7357_c0_g1",28,48,51,56,44,71
"TRINITY_DN7304_c0_g1",9,43,45,28,49,33
"TRINITY_DN7311_c0_g1",274,99,148,376,136,216
"TRINITY_DN7323_c0_g1",57,67,24,81,84,59
"TRINITY_DN7342_c0_g1",34,22,21,18,13,9
"TRINITY_DN7393_c0_g2",172,149,163,210,275,237
"TRINITY_DN7385_c0_g1",95,131,115,125,67,81
"TRINITY_DN7348_c0_g1",42,56,52,83,61,51
"TRINITY_DN7398_c0_g1",21,18,13,29,13,18
"TRINITY_DN7360_c0_g1",47,65,57,61,33,37
"TRINITY_DN7368_c0_g1",70,92,71,42,74,102
"TRINITY_DN7378_c0_g1",206,246,166,292,255,214
"TRINITY_DN7340_c0_g1",7,10,13,8,12,11
"TRINITY_DN7337_c0_g1",11,18,5,27,24,45
"TRINITY_DN7326_c0_g2",196,162,241,392,209,361
"TRINITY_DN7336_c1_g1",48,48,34,71,33,56
"TRINITY_DN7336_c1_g3",41,64,59,80,65,68
"TRINITY_DN7352_c0_g1",14,3,16,17,18,3
"TRINITY_DN7382_c0_g1",133,101,147,166,158,105
"TRINITY_DN7382_c1_g2",86,93,67,59,118,97
"TRINITY_DN7301_c0_g1",207,243,236,273,193,253
"TRINITY_DN7354_c0_g1",130,183,132,184,183,98
"TRINITY_DN7305_c0_g1",68,194,125,189,128,81
"TRINITY_DN7389_c0_g1",131,156,148,165,175,102
"TRINITY_DN7367_c0_g1",87,106,88,70,96,54
"TRINITY_DN7367_c1_g1",37,36,46,50,55,50
"TRINITY_DN7309_c0_g1",23,34,32,19,25,28
"TRINITY_DN7314_c0_g1",186,236,210,288,234,222
"TRINITY_DN7346_c0_g1",24,47,20,71,44,38
"TRINITY_DN7346_c1_g1",54,73,53,61,71,54
"TRINITY_DN7346_c2_g1",31,105,45,28,46,91
"TRINITY_DN7387_c0_g1",25,58,75,53,50,52
"TRINITY_DN7329_c0_g1",36,51,21,26,60,33
"TRINITY_DN7324_c0_g1",87,103,113,76,99,108
"TRINITY_DN7392_c0_g1",22,17,13,35,15,22
"TRINITY_DN7325_c0_g1",7,23,19,187,55,52
"TRINITY_DN7317_c0_g1",97,123,98,175,197,143
"TRINITY_DN7363_c0_g3",61,83,77,119,169,85
"TRINITY_DN7361_c0_g1",89,83,76,78,65,60
"TRINITY_DN7341_c0_g1",5,30,34,55,74,30
"TRINITY_DN7322_c0_g1",107,114,78,150,117,101
"TRINITY_DN7371_c0_g1",16,48,40,43,80,46
"TRINITY_DN7331_c0_g1",48,45,28,61,63,21
"TRINITY_DN7318_c0_g1",23,8,17,22,20,19
"TRINITY_DN7347_c0_g1",17,44,46,27,89,19
"TRINITY_DN7347_c2_g1",71,27,34,42,37,35
"TRINITY_DN7347_c3_g1",20,8,6,29,8,33
"TRINITY_DN7315_c1_g1",36,72,44,47,67,44
"TRINITY_DN7369_c0_g1",79,263,293,37,291,190
"TRINITY_DN7370_c0_g1",16,14,26,33,14,6
"TRINITY_DN7321_c0_g1",308,263,360,327,260,398
"TRINITY_DN7373_c0_g1",7,4,11,13,10,34
"TRINITY_DN7395_c0_g1",55,54,56,85,102,87
"TRINITY_DN7345_c0_g1",88,67,95,132,141,95
"TRINITY_DN7983_c0_g1",24,11,26,19,11,23
"TRINITY_DN7962_c0_g1",28,15,36,13,2,29
"TRINITY_DN7967_c0_g1",32,27,44,43,34,45
"TRINITY_DN7937_c0_g1",45,10,48,16,17,30
"TRINITY_DN7936_c0_g1",37,84,45,74,110,87
"TRINITY_DN7934_c0_g1",42,65,128,36,82,40
"TRINITY_DN7914_c0_g1",74,67,75,52,69,75
"TRINITY_DN7977_c0_g1",94,75,52,74,112,82
"TRINITY_DN7920_c0_g1",18,28,13,17,25,9
"TRINITY_DN7950_c0_g1",345,432,481,432,556,555
"TRINITY_DN7935_c0_g2",31,20,36,51,56,32
"TRINITY_DN7933_c0_g1",15,6,8,36,16,21
"TRINITY_DN7980_c0_g1",86,135,55,91,104,37
"TRINITY_DN7986_c0_g1",53,92,75,100,74,86
"TRINITY_DN7943_c0_g1",0,12,14,14,20,34
"TRINITY_DN7926_c0_g1",153,124,151,162,171,113
"TRINITY_DN7957_c0_g1",43,50,63,70,66,63
"TRINITY_DN7957_c0_g2",2,13,6,15,17,0
"TRINITY_DN7939_c0_g1",96,148,96,98,130,98
"TRINITY_DN7910_c0_g1",157,207,161,261,248,190
"TRINITY_DN7927_c0_g1",87,149,130,185,180,122
"TRINITY_DN7927_c1_g1",91,107,45,48,64,64
"TRINITY_DN7927_c1_g2",19,9,11,12,14,12
"TRINITY_DN7927_c2_g1",26,22,78,41,65,20
"TRINITY_DN7927_c7_g1",34,28,35,35,22,18
"TRINITY_DN7964_c0_g1",12,50,17,6,36,16
"TRINITY_DN7953_c0_g1",23,46,35,80,64,26
"TRINITY_DN7941_c0_g1",10,13,10,8,12,25
"TRINITY_DN7985_c0_g1",89,156,151,120,216,129
"TRINITY_DN7911_c0_g1",72,51,96,58,26,3
"TRINITY_DN7911_c0_g2",9,40,42,57,31,17
"TRINITY_DN7911_c0_g4",36,5,34,25,3,4
"TRINITY_DN7972_c0_g1",63,71,84,67,60,71
"TRINITY_DN7978_c0_g1",68,23,23,22,20,11
"TRINITY_DN7989_c0_g1",86,96,108,75,47,131
"TRINITY_DN7945_c0_g1",18,20,90,63,26,55
"TRINITY_DN7976_c0_g1",86,44,81,35,92,64
"TRINITY_DN7992_c0_g1",48,37,53,56,56,36
"TRINITY_DN7996_c0_g1",24,67,60,78,75,60
"TRINITY_DN7906_c0_g1",217,328,257,457,185,147
"TRINITY_DN7917_c0_g1",63,70,44,57,61,58
"TRINITY_DN7987_c0_g1",54,78,55,48,94,44
"TRINITY_DN7997_c0_g1",41,38,57,60,75,60
"TRINITY_DN7951_c0_g2",37,29,39,75,68,107
"TRINITY_DN7951_c0_g3",23,16,18,18,30,32
"TRINITY_DN7938_c0_g1",82,46,49,60,81,61
"TRINITY_DN7922_c0_g1",6,41,71,0,82,2
"TRINITY_DN7912_c0_g1",57,50,86,94,72,100
"TRINITY_DN7975_c0_g1",125,170,150,186,148,112
"TRINITY_DN7949_c0_g1",11,27,15,52,18,30
"TRINITY_DN7970_c0_g2",68,169,160,152,55,164
"TRINITY_DN7908_c0_g1",37,48,14,52,61,28
"TRINITY_DN7946_c0_g1",74,105,118,115,133,124
"TRINITY_DN7991_c0_g1",29,42,44,66,111,40
"TRINITY_DN7966_c0_g1",208,209,217,234,225,189
"TRINITY_DN7924_c0_g1",21,57,34,35,15,40
"TRINITY_DN7963_c0_g1",20,64,24,56,22,40
"TRINITY_DN7981_c0_g1",61,158,97,130,207,136
"TRINITY_DN7988_c0_g1",135,189,140,193,96,122
"TRINITY_DN7929_c0_g1",82,116,95,54,139,56
"TRINITY_DN7921_c0_g1",38,20,19,58,35,45
"TRINITY_DN7921_c1_g1",269,295,332,272,369,297
"TRINITY_DN7993_c1_g1",125,94,98,144,207,77
"TRINITY_DN7925_c0_g1",171,251,185,243,257,185
"TRINITY_DN8171_c0_g1",74,116,102,107,75,60
"TRINITY_DN8136_c0_g1",92,123,91,116,80,78
"TRINITY_DN8192_c0_g1",20,27,24,50,21,19
"TRINITY_DN8180_c0_g1",21,12,8,29,31,14
"TRINITY_DN8172_c0_g1",55,46,80,28,25,6
"TRINITY_DN8107_c0_g1",100,138,158,118,102,116
"TRINITY_DN8107_c1_g1",10,20,8,22,11,14
"TRINITY_DN8112_c0_g1",36,46,62,29,54,45
"TRINITY_DN8146_c0_g1",31,38,61,57,42,4
"TRINITY_DN8162_c0_g2",20,30,55,57,35,42
"TRINITY_DN8100_c0_g1",60,23,38,48,67,53
"TRINITY_DN8196_c0_g2",97,81,78,101,69,53
"TRINITY_DN8124_c0_g1",55,84,37,54,60,45
"TRINITY_DN8159_c0_g2",58,100,38,117,91,65
"TRINITY_DN8178_c0_g1",89,72,79,80,76,57
"TRINITY_DN8176_c0_g1",7,17,35,16,34,17
"TRINITY_DN8187_c0_g1",222,219,285,23,132,137
"TRINITY_DN8194_c0_g1",28,43,47,46,40,58
"TRINITY_DN8122_c0_g1",34,41,32,28,122,20
"TRINITY_DN8188_c0_g1",209,372,266,332,340,253
"TRINITY_DN8117_c0_g1",114,188,134,141,138,151
"TRINITY_DN8153_c0_g1",120,166,188,217,128,178
"TRINITY_DN8129_c0_g1",44,28,30,21,19,35
"TRINITY_DN8105_c0_g1",14,35,15,74,59,34
"TRINITY_DN8185_c0_g1",82,113,172,153,172,115
"TRINITY_DN8151_c0_g1",157,150,160,270,217,136
"TRINITY_DN8149_c0_g1",239,241,287,263,328,370
"TRINITY_DN8120_c0_g1",57,107,18,57,32,33
"TRINITY_DN8137_c0_g2",43,44,33,43,49,47
"TRINITY_DN8147_c0_g1",17,27,11,35,31,24
"TRINITY_DN8156_c0_g1",1707,1850,1597,1564,2182,1324
"TRINITY_DN8134_c0_g1",20,22,3,40,13,28
"TRINITY_DN8197_c0_g2",118,50,77,56,59,49
"TRINITY_DN8101_c0_g1",29,21,23,28,48,18
"TRINITY_DN8190_c0_g1",445,686,648,849,597,521
"TRINITY_DN8140_c0_g1",8,54,27,43,42,27
"TRINITY_DN8130_c0_g1",32,20,25,33,39,12
"TRINITY_DN8119_c0_g2",37,64,66,13,42,58
"TRINITY_DN8119_c0_g3",12,30,30,54,38,23
"TRINITY_DN8114_c0_g1",47,129,81,68,107,44
"TRINITY_DN8131_c0_g1",57,81,64,107,94,77
"TRINITY_DN8191_c0_g1",101,80,71,121,79,113
"TRINITY_DN8175_c0_g1",29,21,17,60,36,4
"TRINITY_DN8135_c0_g1",26,8,19,25,8,16
"TRINITY_DN8135_c0_g3",16,14,7,7,28,5
"TRINITY_DN8186_c0_g1",48,15,14,13,27,21
"TRINITY_DN8186_c1_g1",56,79,77,56,63,33
"TRINITY_DN8164_c0_g1",17,2,39,11,27,16
"TRINITY_DN8164_c1_g1",17,23,15,23,72,27
"TRINITY_DN8121_c0_g1",45,48,37,46,71,55
"TRINITY_DN8121_c1_g1",10,37,22,60,9,83
"TRINITY_DN8152_c0_g1",51,86,37,38,81,39
"TRINITY_DN8182_c0_g1",518,654,500,650,706,513
"TRINITY_DN8155_c0_g1",116,143,138,173,177,117
"TRINITY_DN8111_c0_g1",24,26,40,21,30,40
"TRINITY_DN8126_c0_g1",98,150,89,118,143,103
"TRINITY_DN8139_c0_g1",22,29,23,24,33,23
"TRINITY_DN8141_c0_g1",98,79,72,115,177,133
"TRINITY_DN8189_c0_g1",17,68,41,56,41,50
"TRINITY_DN8123_c0_g1",35,12,18,24,42,56
"TRINITY_DN8123_c5_g1",13,5,6,11,20,9
"TRINITY_DN8128_c0_g1",50,37,55,57,40,19
"TRINITY_DN8138_c0_g1",89,135,111,104,202,118
"TRINITY_DN8161_c0_g1",38,65,32,49,113,76
"TRINITY_DN8231_c0_g1",108,175,151,179,254,157
"TRINITY_DN8232_c0_g1",25,31,34,37,26,13
"TRINITY_DN8226_c0_g1",35,59,60,111,81,73
"TRINITY_DN8210_c0_g1",29,38,15,23,28,16
"TRINITY_DN8210_c0_g2",57,27,71,58,46,78
"TRINITY_DN8244_c0_g1",76,74,66,84,113,83
"TRINITY_DN8209_c0_g1",64,37,88,67,76,34
"TRINITY_DN8243_c0_g1",96,114,130,167,240,135
"TRINITY_DN8243_c1_g1",38,72,48,90,40,90
"TRINITY_DN8261_c0_g1",17,15,25,26,7,0
"TRINITY_DN8259_c0_g1",227,314,359,202,190,203
"TRINITY_DN8203_c0_g1",63,31,30,40,34,45
"TRINITY_DN8203_c1_g1",4,22,13,18,7,0
"TRINITY_DN8217_c0_g1",51,64,85,61,73,88
"TRINITY_DN8217_c0_g2",4,11,12,18,3,32
"TRINITY_DN8217_c1_g1",18,38,60,90,25,149
"TRINITY_DN8256_c0_g1",11,11,11,5,2,19
"TRINITY_DN8245_c0_g1",6,10,31,12,4,22
"TRINITY_DN8245_c1_g1",12,2,9,21,11,24
"TRINITY_DN8215_c0_g1",230,289,231,241,306,203
"TRINITY_DN8265_c0_g1",50,85,48,29,93,43
"TRINITY_DN8290_c0_g1",28,52,89,96,49,46
"TRINITY_DN8206_c0_g1",27,53,30,43,31,29
"TRINITY_DN8222_c0_g1",35,32,32,36,62,64
"TRINITY_DN8222_c2_g1",13,11,2,18,9,7
"TRINITY_DN8296_c0_g1",66,66,97,56,65,6
"TRINITY_DN8227_c0_g1",46,47,27,35,31,41
"TRINITY_DN8264_c0_g1",28,53,37,76,21,49
"TRINITY_DN8271_c0_g1",58,35,60,96,39,31
"TRINITY_DN8270_c0_g2",19,33,46,47,29,44
"TRINITY_DN8293_c0_g1",96,105,96,160,123,81
"TRINITY_DN8293_c1_g1",10,20,17,24,18,40
"TRINITY_DN8228_c0_g1",61,104,48,85,73,53
"TRINITY_DN8242_c0_g1",25,35,34,25,95,43
"TRINITY_DN8274_c0_g1",24,28,18,3,2,5
"TRINITY_DN8220_c0_g1",12,10,17,14,28,16
"TRINITY_DN8218_c0_g1",50,80,117,116,81,120
"TRINITY_DN8276_c0_g1",24,6,27,15,15,2
"TRINITY_DN8262_c0_g1",95,106,91,133,119,90
"TRINITY_DN8249_c0_g1",212,230,195,243,297,323
"TRINITY_DN8289_c0_g1",56,90,85,141,121,169
"TRINITY_DN8230_c0_g1",439,539,501,573,545,730
"TRINITY_DN8240_c0_g1",108,160,89,132,162,137
"TRINITY_DN8219_c0_g1",163,146,107,126,147,121
"TRINITY_DN8221_c0_g1",61,28,55,47,53,61
"TRINITY_DN8233_c0_g1",12,10,38,28,13,29
"TRINITY_DN8235_c0_g1",26,56,44,64,56,34
"TRINITY_DN8267_c0_g1",87,60,95,88,45,77
"TRINITY_DN8267_c1_g1",29,8,19,16,19,21
"TRINITY_DN8269_c0_g1",3,15,14,12,11,8
"TRINITY_DN8266_c0_g1",22,28,12,16,8,9
"TRINITY_DN8253_c0_g1",56,103,97,96,93,86
"TRINITY_DN8277_c0_g1",19,13,29,3,36,13
"TRINITY_DN8248_c0_g1",12,22,14,19,32,14
"TRINITY_DN8281_c0_g1",868,875,519,831,1003,542
"TRINITY_DN8287_c0_g1",42,65,66,48,36,66
"TRINITY_DN8297_c1_g2",23,49,34,36,33,44
"TRINITY_DN8212_c0_g1",28,44,30,55,59,49
"TRINITY_DN8200_c0_g2",0,35,77,32,128,25
"TRINITY_DN8292_c0_g1",26,105,48,33,30,32
"TRINITY_DN8288_c0_g1",1018,1424,1367,1691,1584,1374
"TRINITY_DN8207_c0_g1",14,38,17,34,19,22
"TRINITY_DN8238_c0_g1",33,65,39,20,84,61
"TRINITY_DN8996_c0_g1",220,169,210,214,273,234
"TRINITY_DN8936_c0_g1",38,42,27,85,37,55
"TRINITY_DN8971_c0_g1",85,92,77,91,76,65
"TRINITY_DN8953_c0_g1",71,84,63,89,76,22
"TRINITY_DN8929_c0_g1",47,71,85,58,44,74
"TRINITY_DN8968_c0_g1",49,42,56,50,56,55
"TRINITY_DN8942_c0_g1",51,91,58,73,43,46
"TRINITY_DN8932_c0_g1",18,21,8,16,22,13
"TRINITY_DN8956_c0_g1",169,195,165,274,274,250
"TRINITY_DN8916_c0_g1",24,36,47,16,4,45
"TRINITY_DN8952_c0_g1",6,27,59,24,95,82
"TRINITY_DN8990_c0_g1",30,21,40,48,30,41
"TRINITY_DN8962_c0_g1",47,26,44,63,52,29
"TRINITY_DN8908_c0_g1",365,442,378,447,491,364
"TRINITY_DN8946_c0_g1",4,124,16,50,0,36
"TRINITY_DN8974_c0_g1",31,14,13,42,60,14
"TRINITY_DN8919_c0_g1",43,46,34,31,79,34
"TRINITY_DN8944_c0_g1",127,202,131,195,174,232
"TRINITY_DN8986_c0_g1",153,187,210,220,197,192
"TRINITY_DN8981_c0_g2",16,6,22,28,62,38
"TRINITY_DN8945_c0_g1",215,209,415,455,238,51
"TRINITY_DN8945_c0_g2",85,90,153,205,47,25
"TRINITY_DN8959_c0_g1",24,29,12,19,15,19
"TRINITY_DN8973_c0_g2",39,50,73,94,58,42
"TRINITY_DN8903_c0_g1",54,68,93,80,120,162
"TRINITY_DN8977_c0_g1",94,60,41,56,47,57
"TRINITY_DN8901_c0_g1",19,88,83,106,77,63
"TRINITY_DN8911_c0_g1",98,200,166,201,227,211
"TRINITY_DN8998_c1_g3",7,11,11,6,19,0
"TRINITY_DN8931_c0_g1",103,107,94,104,155,78
"TRINITY_DN8976_c0_g2",15,52,4,0,14,2
"TRINITY_DN8939_c0_g1",20,28,55,54,30,40
"TRINITY_DN8906_c0_g1",192,84,84,60,142,189
"TRINITY_DN8938_c0_g1",14,41,40,44,46,31
"TRINITY_DN8920_c0_g1",123,75,63,85,62,46
"TRINITY_DN8980_c0_g1",55,65,76,119,73,90
"TRINITY_DN8991_c0_g1",0,14,20,4,18,7
"TRINITY_DN8930_c0_g1",17,21,19,30,28,46
"TRINITY_DN8928_c0_g1",80,179,136,1304,14,322
"TRINITY_DN8928_c0_g2",56,23,62,23,18,0
"TRINITY_DN8904_c0_g1",5,30,22,14,25,17
"TRINITY_DN8993_c0_g1",43,41,27,26,44,25
"TRINITY_DN8958_c0_g2",202,194,340,431,353,261
"TRINITY_DN8900_c0_g1",44,46,54,45,48,33
"TRINITY_DN8905_c0_g1",101,138,198,83,105,82
"TRINITY_DN8994_c0_g1",32,25,19,70,36,20
"TRINITY_DN10030_c0_g1",103,116,74,87,149,104
"TRINITY_DN10041_c0_g1",269,264,209,224,328,200
"TRINITY_DN10004_c0_g1",37,31,13,25,0,14
"TRINITY_DN10096_c0_g1",68,85,99,77,109,96
"TRINITY_DN10045_c0_g2",44,27,35,47,19,24
"TRINITY_DN10045_c1_g1",31,20,8,39,2,8
"TRINITY_DN10090_c0_g1",41,127,41,67,28,24
"TRINITY_DN10090_c0_g3",9,18,27,6,20,9
"TRINITY_DN10034_c0_g1",33,48,53,53,43,32
"TRINITY_DN10038_c3_g1",40,32,38,33,34,19
"TRINITY_DN10094_c0_g1",19,2,38,22,48,32
"TRINITY_DN10079_c0_g1",197,216,239,266,244,173
"TRINITY_DN10081_c0_g1",19,22,36,8,17,15
"TRINITY_DN10080_c0_g1",155,130,136,252,212,168
"TRINITY_DN10014_c0_g1",41,38,30,51,34,55
"TRINITY_DN10014_c1_g1",26,71,106,97,56,65
"TRINITY_DN10014_c3_g1",16,18,13,24,31,13
"TRINITY_DN10063_c0_g1",52,76,61,80,115,83
"TRINITY_DN10039_c0_g1",201,231,295,257,204,245
"TRINITY_DN10011_c0_g2",15,14,9,2,4,15
"TRINITY_DN10019_c0_g1",124,146,137,167,189,183
"TRINITY_DN10044_c0_g1",286,338,418,430,529,508
"TRINITY_DN10048_c0_g1",44,62,43,55,58,37
"TRINITY_DN10006_c0_g1",43,25,151,44,56,10
"TRINITY_DN10062_c0_g1",32,18,30,18,18,9
"TRINITY_DN10062_c1_g1",85,116,94,108,154,61
"TRINITY_DN10062_c2_g1",126,215,138,352,279,280
"TRINITY_DN10032_c0_g1",42,32,25,40,58,40
"TRINITY_DN10073_c0_g1",38,48,21,2,38,19
"TRINITY_DN10073_c2_g1",23,20,46,71,36,11
"TRINITY_DN10012_c0_g2",23,49,42,55,12,16
"TRINITY_DN10051_c0_g1",26,56,73,34,88,39
"TRINITY_DN10066_c0_g1",31,5,15,21,28,35
"TRINITY_DN10091_c0_g1",32,28,36,8,15,14
"TRINITY_DN10024_c0_g1",18,35,35,58,52,29
"TRINITY_DN10083_c0_g1",29,69,28,58,39,34
"TRINITY_DN10083_c2_g1",27,55,53,80,33,24
"TRINITY_DN10027_c0_g1",39,43,79,28,37,75
"TRINITY_DN10036_c0_g2",16,16,21,42,62,37
"TRINITY_DN10070_c0_g1",96,60,55,66,83,38
"TRINITY_DN10023_c0_g1",20,46,41,60,36,52
"TRINITY_DN10002_c0_g1",54,49,70,65,67,28
"TRINITY_DN10098_c0_g1",58,52,112,76,66,79
"TRINITY_DN10042_c0_g1",30,18,31,61,40,52
"TRINITY_DN10005_c0_g1",53,91,112,78,89,88
"TRINITY_DN10049_c0_g1",83,158,128,140,98,127
"TRINITY_DN10046_c0_g1",32,30,41,55,53,24
"TRINITY_DN10054_c0_g1",29,48,34,33,40,19
"TRINITY_DN10162_c0_g1",12,8,18,26,8,14
"TRINITY_DN10100_c0_g1",149,185,149,233,225,111
"TRINITY_DN10125_c0_g1",192,219,241,376,245,148
"TRINITY_DN10184_c0_g1",147,195,223,279,200,222
"TRINITY_DN10127_c0_g1",118,89,164,117,118,137
"TRINITY_DN10132_c0_g1",34,63,44,64,77,23
"TRINITY_DN10189_c0_g1",43,70,69,52,97,30
"TRINITY_DN10128_c0_g1",77,61,119,68,130,71
"TRINITY_DN10139_c0_g1",17,28,17,40,10,15
"TRINITY_DN10118_c0_g1",580,495,610,583,597,582
"TRINITY_DN10149_c0_g1",73,75,76,71,124,93
"TRINITY_DN10173_c0_g1",11,42,48,48,75,53
"TRINITY_DN10178_c0_g1",72,132,86,96,107,78
"TRINITY_DN10178_c0_g2",66,41,48,44,60,47
"TRINITY_DN10144_c0_g1",27,4,20,12,12,12
"TRINITY_DN10115_c0_g3",9,39,24,33,18,39
"TRINITY_DN10159_c0_g1",124,182,235,225,138,165
"TRINITY_DN10159_c0_g2",19,4,33,15,15,12
"TRINITY_DN10159_c3_g1",13,19,16,34,9,16
"TRINITY_DN10106_c0_g2",4,22,18,41,8,12
"TRINITY_DN10134_c0_g1",20,30,21,28,69,45
"TRINITY_DN10136_c0_g1",11,22,24,17,60,12
"TRINITY_DN10196_c0_g1",102,62,75,101,76,89
"TRINITY_DN10130_c0_g1",80,100,72,104,76,122
"TRINITY_DN10165_c0_g1",19,45,23,53,9,24
"TRINITY_DN10150_c0_g1",98,105,73,115,119,69
"TRINITY_DN10121_c0_g1",170,176,148,136,181,131
"TRINITY_DN10148_c0_g1",7,22,24,10,17,12
"TRINITY_DN10105_c0_g1",91,140,86,158,166,157
"TRINITY_DN10126_c0_g1",15,6,8,27,76,22
"TRINITY_DN10181_c0_g1",55,48,9,63,42,43
"TRINITY_DN10174_c0_g1",22,43,36,70,35,45
"TRINITY_DN10198_c0_g1",78,50,90,71,107,89
"TRINITY_DN10141_c0_g1",28,59,43,53,83,23
"TRINITY_DN10124_c0_g1",103,143,167,159,196,156
"TRINITY_DN10104_c2_g1",13,7,15,29,25,17
"TRINITY_DN10143_c0_g2",56,114,83,93,65,69
"TRINITY_DN10160_c1_g1",110,130,143,152,206,167
