"","260","261","262","248","249","250"
"TRINITY_DN5189_c0_g1",145,234,214,149,78,74
"TRINITY_DN5189_c2_g1",38,23,51,44,37,19
"TRINITY_DN5146_c0_g1",30,42,23,10,9,2
"TRINITY_DN5190_c0_g3",102,123,116,43,21,13
"TRINITY_DN5162_c0_g1",94,42,65,43,10,12
"TRINITY_DN5125_c0_g1",176,165,103,140,47,72
"TRINITY_DN5156_c0_g3",287,220,210,200,123,122
"TRINITY_DN5156_c1_g1",138,74,81,64,55,38
"TRINITY_DN5163_c0_g1",18,33,47,203,142,76
"TRINITY_DN5155_c0_g1",152,137,196,434,184,107
"TRINITY_DN5138_c0_g1",52,48,47,49,23,30
"TRINITY_DN5138_c1_g1",161,91,97,80,41,26
"TRINITY_DN5128_c0_g1",76,47,54,27,4,17
"TRINITY_DN5184_c0_g1",92,136,100,115,19,17
"TRINITY_DN5107_c1_g1",114,89,71,66,32,27
"TRINITY_DN5176_c0_g1",81,61,73,60,35,37
"TRINITY_DN5144_c0_g1",52,37,65,40,14,12
"TRINITY_DN5144_c1_g1",76,29,33,93,34,21
"TRINITY_DN5144_c2_g1",61,62,63,25,19,23
"TRINITY_DN5108_c0_g1",95,132,64,14,22,30
"TRINITY_DN5132_c0_g1",127,124,150,223,68,32
"TRINITY_DN5132_c1_g1",107,90,143,106,20,25
"TRINITY_DN5132_c1_g3",90,87,57,63,46,72
"TRINITY_DN5122_c0_g1",71,50,17,25,11,22
"TRINITY_DN5192_c0_g1",170,184,168,121,30,34
"TRINITY_DN5145_c0_g1",187,227,191,131,111,70
"TRINITY_DN5124_c0_g1",109,92,139,105,55,55
"TRINITY_DN5168_c0_g1",225,181,134,66,32,19
"TRINITY_DN5159_c0_g1",62,44,63,12,16,4
"TRINITY_DN5102_c0_g1",58,72,90,42,20,9
"TRINITY_DN5151_c0_g1",22,14,18,8,4,11
"TRINITY_DN5140_c0_g2",150,154,119,37,34,15
"TRINITY_DN5187_c0_g1",67,59,78,92,39,20
"TRINITY_DN5181_c0_g1",161,170,122,85,90,32
"TRINITY_DN5181_c1_g1",74,61,97,96,55,37
"TRINITY_DN5181_c2_g1",74,95,151,109,28,46
"TRINITY_DN5181_c3_g1",81,98,94,96,45,23
"TRINITY_DN6051_c0_g1",253,183,189,118,98,74
"TRINITY_DN6019_c0_g1",37,95,34,72,14,50
"TRINITY_DN6025_c0_g1",31,60,69,67,4,14
"TRINITY_DN6031_c0_g1",24,16,29,18,6,6
"TRINITY_DN6067_c0_g1",43,33,36,21,11,20
"TRINITY_DN6056_c1_g1",43,83,53,29,20,27
"TRINITY_DN6010_c0_g1",68,87,125,131,75,37
"TRINITY_DN6058_c0_g1",497,344,419,387,186,189
"TRINITY_DN6052_c0_g1",268,586,265,559,319,176
"TRINITY_DN6052_c2_g1",72,31,82,79,25,46
"TRINITY_DN6009_c0_g1",39,94,104,114,26,36
"TRINITY_DN6003_c0_g1",51,32,32,48,9,7
"TRINITY_DN6050_c0_g1",331,335,431,413,139,121
"TRINITY_DN6096_c0_g1",34,44,57,19,10,18
"TRINITY_DN6022_c0_g1",12,22,23,9,5,20
"TRINITY_DN6064_c0_g3",177,175,167,31,21,22
"TRINITY_DN6030_c0_g2",91,104,123,48,17,28
"TRINITY_DN6035_c0_g2",75,90,91,22,24,12
"TRINITY_DN6097_c0_g1",97,128,104,252,193,83
"TRINITY_DN6097_c1_g1",77,96,88,103,86,43
"TRINITY_DN6046_c0_g1",72,65,69,47,26,18
"TRINITY_DN6089_c0_g1",246,203,274,115,56,72
"TRINITY_DN6042_c0_g1",144,177,208,119,37,63
"TRINITY_DN6077_c0_g1",49,40,62,38,27,36
"TRINITY_DN6013_c1_g1",33,31,45,29,5,16
"TRINITY_DN6098_c0_g1",40,36,26,8,16,2
"TRINITY_DN6006_c0_g1",459,527,541,466,145,218
"TRINITY_DN6066_c0_g1",62,140,152,91,53,64
"TRINITY_DN6005_c0_g1",43,77,56,24,51,13
"TRINITY_DN6005_c1_g1",154,173,152,158,62,49
"TRINITY_DN6011_c0_g2",90,72,34,34,61,58
"TRINITY_DN6037_c0_g1",42,33,49,12,7,8
"TRINITY_DN6033_c0_g1",1433,1404,1215,304,317,334
"TRINITY_DN6090_c0_g1",52,42,42,57,7,27
"TRINITY_DN6048_c0_g1",171,248,189,169,46,107
"TRINITY_DN6091_c0_g1",439,424,324,164,135,116
"TRINITY_DN6076_c0_g2",36,71,31,56,23,8
"TRINITY_DN6047_c1_g1",38,46,32,4,6,7
"TRINITY_DN6069_c0_g1",36,19,32,19,9,10
"TRINITY_DN6027_c0_g1",11,17,8,4,11,0
"TRINITY_DN6020_c0_g1",38,28,47,15,13,27
"TRINITY_DN6015_c0_g1",101,152,205,470,127,101
"TRINITY_DN6079_c0_g1",221,249,332,542,289,203
"TRINITY_DN6055_c0_g1",317,358,324,219,64,112
"TRINITY_DN6036_c0_g1",132,116,151,319,110,89
"TRINITY_DN6088_c0_g1",373,275,566,395,202,190
"TRINITY_DN6094_c0_g1",166,98,245,807,250,168
"TRINITY_DN6063_c0_g1",162,212,280,313,64,126
"TRINITY_DN6063_c1_g1",57,77,85,268,143,117
"TRINITY_DN6057_c0_g1",141,105,88,64,47,29
"TRINITY_DN6065_c0_g1",132,220,238,95,60,115
"TRINITY_DN6062_c0_g1",124,60,96,124,37,43
"TRINITY_DN6059_c0_g1",146,115,168,76,8,25
"TRINITY_DN6045_c0_g1",164,172,127,124,48,22
"TRINITY_DN6071_c0_g2",396,324,336,286,174,110
"TRINITY_DN6099_c0_g1",2690,2903,3591,442,18,59
"TRINITY_DN6002_c0_g1",546,442,350,537,368,246
"TRINITY_DN6002_c1_g1",29,68,29,70,26,39
"TRINITY_DN6060_c0_g1",121,187,146,46,68,72
"TRINITY_DN6026_c0_g1",109,64,96,66,20,35
"TRINITY_DN6008_c0_g1",10,23,21,15,10,0
"TRINITY_DN6008_c0_g2",17,19,15,5,0,6
"TRINITY_DN7643_c0_g1",127,177,113,122,65,83
"TRINITY_DN7602_c0_g1",51,69,32,14,7,6
"TRINITY_DN7667_c0_g2",36,83,66,20,23,33
"TRINITY_DN7661_c0_g1",147,151,211,131,60,23
"TRINITY_DN7630_c0_g1",191,246,309,477,131,141
"TRINITY_DN7697_c0_g1",81,114,132,107,20,54
"TRINITY_DN7622_c0_g2",174,199,72,68,62,38
"TRINITY_DN7662_c0_g1",32,33,11,3,12,4
"TRINITY_DN7649_c0_g1",13,9,22,35,15,4
"TRINITY_DN7642_c0_g1",31,74,24,12,11,9
"TRINITY_DN7605_c0_g1",6,38,36,235,44,57
"TRINITY_DN7619_c0_g1",2755,2690,1594,1230,824,1510
"TRINITY_DN7694_c0_g1",57,76,76,47,30,38
"TRINITY_DN7663_c0_g1",126,177,201,139,63,77
"TRINITY_DN7670_c0_g1",114,84,155,126,18,30
"TRINITY_DN7696_c0_g1",26,40,30,8,0,2
"TRINITY_DN7671_c0_g1",61,90,87,91,23,18
"TRINITY_DN7631_c0_g1",55,69,120,105,28,21
"TRINITY_DN7682_c0_g3",218,201,239,408,122,80
"TRINITY_DN7682_c0_g4",57,127,72,98,14,16
"TRINITY_DN7648_c0_g1",651,794,776,359,138,155
"TRINITY_DN7693_c0_g1",73,71,134,23,12,19
"TRINITY_DN7685_c0_g1",66,68,45,22,9,15
"TRINITY_DN7601_c0_g1",133,95,170,269,98,90
"TRINITY_DN7628_c0_g1",21,13,26,10,6,0
"TRINITY_DN7614_c0_g1",126,84,165,87,63,77
"TRINITY_DN7688_c0_g1",370,328,408,1671,621,482
"TRINITY_DN7637_c0_g1",71,68,82,414,122,69
"TRINITY_DN7695_c0_g3",58,32,40,14,4,14
"TRINITY_DN7695_c2_g1",393,271,356,304,79,107
"TRINITY_DN7632_c0_g1",216,258,244,124,83,120
"TRINITY_DN7647_c0_g1",64,119,108,99,38,37
"TRINITY_DN7634_c0_g1",212,222,339,151,63,89
"TRINITY_DN7672_c0_g2",65,27,30,16,14,15
"TRINITY_DN7680_c0_g1",38,47,58,25,10,4
"TRINITY_DN7653_c0_g2",47,71,64,31,18,12
"TRINITY_DN7640_c0_g2",323,250,267,171,80,46
"TRINITY_DN7644_c0_g1",261,283,347,135,122,81
"TRINITY_DN7656_c0_g1",22,39,54,32,15,9
"TRINITY_DN7636_c0_g2",87,124,128,63,67,38
"TRINITY_DN7636_c1_g1",152,124,131,513,284,149
"TRINITY_DN7633_c0_g1",25,41,25,81,25,46
"TRINITY_DN7692_c0_g1",48,58,111,112,42,18
"TRINITY_DN7674_c0_g1",64,62,59,28,12,3
"TRINITY_DN7687_c0_g1",82,68,107,60,18,56
"TRINITY_DN7627_c0_g1",178,184,227,132,58,40
"TRINITY_DN7646_c0_g1",39,31,17,215,119,102
"TRINITY_DN7600_c0_g1",22,44,14,6,0,20
"TRINITY_DN7616_c0_g1",28,17,51,18,23,11
"TRINITY_DN8584_c0_g1",43,122,38,17,19,24
"TRINITY_DN8522_c0_g2",380,466,501,294,153,174
"TRINITY_DN8522_c1_g1",17,10,46,33,6,15
"TRINITY_DN8599_c0_g1",161,131,74,75,52,36
"TRINITY_DN8518_c0_g1",223,363,287,305,144,211
"TRINITY_DN8518_c1_g1",21,34,20,26,6,16
"TRINITY_DN8528_c0_g1",106,154,143,94,27,33
"TRINITY_DN8568_c0_g1",6,25,9,39,16,15
"TRINITY_DN8535_c0_g1",131,208,179,143,115,82
"TRINITY_DN8537_c0_g1",36,16,39,3,19,12
"TRINITY_DN8540_c0_g1",457,439,531,240,98,40
"TRINITY_DN8575_c0_g1",74,114,105,454,106,112
"TRINITY_DN8565_c0_g1",35,22,32,29,1,7
"TRINITY_DN8527_c0_g1",245,294,334,198,128,126
"TRINITY_DN8520_c0_g1",1989,1908,3182,3940,2400,1925
"TRINITY_DN8570_c0_g2",13,13,31,2,8,5
"TRINITY_DN8578_c0_g1",18,16,45,17,4,11
"TRINITY_DN8539_c0_g1",486,636,521,355,94,147
"TRINITY_DN8515_c0_g1",32,40,36,21,28,21
"TRINITY_DN8504_c0_g1",77,25,45,21,28,14
"TRINITY_DN8587_c1_g1",296,275,381,325,255,236
"TRINITY_DN8587_c2_g1",27,51,65,55,11,15
"TRINITY_DN8576_c0_g1",22,4,40,12,2,0
"TRINITY_DN8541_c0_g1",114,169,143,263,137,82
"TRINITY_DN8567_c0_g1",50,72,44,44,23,57
"TRINITY_DN8579_c0_g1",93,73,72,72,20,48
"TRINITY_DN8579_c4_g1",24,15,19,11,6,10
"TRINITY_DN8558_c0_g1",96,71,97,51,29,36
"TRINITY_DN8545_c1_g1",714,588,536,323,620,495
"TRINITY_DN8508_c0_g1",39,0,14,22,10,7
"TRINITY_DN8596_c0_g1",109,104,161,98,49,70
"TRINITY_DN8533_c0_g1",38,33,71,44,21,22
"TRINITY_DN8555_c0_g1",31,50,23,35,34,31
"TRINITY_DN8562_c0_g1",242,162,224,115,85,73
"TRINITY_DN8544_c0_g1",81,103,85,61,21,17
"TRINITY_DN8514_c0_g1",46,60,38,29,41,28
"TRINITY_DN8547_c0_g1",92,82,124,104,56,65
"TRINITY_DN8563_c0_g1",98,129,57,67,9,21
"TRINITY_DN8553_c0_g1",109,134,253,261,85,62
"TRINITY_DN8517_c0_g1",72,81,165,52,22,32
"TRINITY_DN8517_c1_g1",35,60,65,32,17,17
"TRINITY_DN9320_c0_g1",264,324,290,338,120,134
"TRINITY_DN9310_c1_g2",115,120,187,83,33,28
"TRINITY_DN9346_c1_g1",149,53,27,73,84,9
"TRINITY_DN9327_c0_g1",72,90,112,24,32,16
"TRINITY_DN9322_c0_g1",116,75,124,138,42,44
"TRINITY_DN9314_c0_g1",10,16,11,12,8,9
"TRINITY_DN9360_c0_g2",32,21,29,26,2,11
"TRINITY_DN9377_c0_g2",34,19,34,9,14,4
"TRINITY_DN9376_c0_g1",12,28,37,14,9,15
"TRINITY_DN9395_c0_g1",76,146,118,59,26,29
"TRINITY_DN9301_c0_g1",144,160,241,178,73,45
"TRINITY_DN9330_c0_g1",23,53,48,6,66,34
"TRINITY_DN9371_c1_g1",128,130,198,56,50,30
"TRINITY_DN9341_c0_g1",384,318,303,334,177,218
"TRINITY_DN9336_c0_g1",11,19,6,14,3,2
"TRINITY_DN9334_c0_g1",89,98,106,78,33,51
"TRINITY_DN9300_c0_g1",407,383,527,800,1055,743
"TRINITY_DN9381_c0_g1",20,32,14,4,6,13
"TRINITY_DN9321_c0_g1",82,77,119,67,21,21
"TRINITY_DN9339_c0_g1",8,7,29,49,13,12
"TRINITY_DN9378_c0_g1",62,59,78,23,27,16
"TRINITY_DN9374_c0_g1",102,121,68,51,76,52
"TRINITY_DN9399_c0_g2",75,62,33,45,74,16
"TRINITY_DN9372_c0_g1",123,133,98,120,49,51
"TRINITY_DN9366_c0_g1",35,52,50,15,0,0
"TRINITY_DN9313_c0_g1",44,62,30,15,11,28
"TRINITY_DN9384_c0_g1",39,31,59,4,6,9
"TRINITY_DN9384_c1_g1",821,699,1339,486,697,404
"TRINITY_DN9338_c0_g1",862,1384,1903,4319,1625,1115
"TRINITY_DN9302_c0_g1",170,161,174,111,70,59
"TRINITY_DN9356_c0_g1",23,14,23,21,6,11
"TRINITY_DN9347_c0_g1",24,31,43,27,2,4
"TRINITY_DN9383_c0_g1",91,37,78,59,45,58
"TRINITY_DN9331_c0_g1",37,68,49,105,30,49
"TRINITY_DN9305_c0_g1",112,85,143,73,24,29
"TRINITY_DN9365_c0_g1",38,19,40,36,27,11
"TRINITY_DN9379_c0_g2",20,20,38,0,0,7
"TRINITY_DN9349_c0_g2",308,254,350,669,176,133
"TRINITY_DN9363_c0_g1",44,39,90,16,28,17
"TRINITY_DN9370_c0_g1",17,47,53,63,24,8
"TRINITY_DN9364_c0_g1",122,118,119,251,105,80
"TRINITY_DN9725_c0_g1",189,164,193,171,54,80
"TRINITY_DN9718_c0_g1",55,70,40,53,15,3
"TRINITY_DN9718_c2_g1",30,42,39,58,25,11
"TRINITY_DN9739_c0_g1",53,81,54,27,34,15
"TRINITY_DN9729_c0_g1",39,39,52,39,24,17
"TRINITY_DN9778_c0_g1",106,122,169,104,35,51
"TRINITY_DN9716_c0_g1",44,27,31,31,4,21
"TRINITY_DN9767_c0_g1",616,537,613,321,107,191
"TRINITY_DN9765_c0_g1",58,59,65,24,0,8
"TRINITY_DN9765_c1_g1",58,38,38,20,0,6
"TRINITY_DN9746_c0_g1",64,90,92,53,7,43
"TRINITY_DN9744_c0_g1",80,48,30,8,9,9
"TRINITY_DN9744_c1_g1",79,57,40,40,5,28
"TRINITY_DN9737_c1_g1",265,205,213,264,215,110
"TRINITY_DN9737_c1_g2",60,92,57,32,31,37
"TRINITY_DN9743_c0_g3",439,508,481,684,1099,682
"TRINITY_DN9792_c0_g1",41,23,46,36,20,54
"TRINITY_DN9771_c0_g2",300,359,356,310,118,120
"TRINITY_DN9742_c0_g1",46,23,61,13,52,40
"TRINITY_DN9784_c0_g1",17,16,13,10,16,20
"TRINITY_DN9722_c0_g1",9,16,24,36,23,15
"TRINITY_DN9734_c0_g1",274,216,268,319,105,95
"TRINITY_DN9727_c0_g1",172,226,273,124,40,53
"TRINITY_DN9751_c0_g1",222,214,378,212,63,44
"TRINITY_DN9751_c0_g2",860,887,1300,722,225,185
"TRINITY_DN9748_c0_g1",158,191,161,360,151,131
"TRINITY_DN9731_c0_g1",179,170,147,311,160,151
"TRINITY_DN9781_c0_g1",95,47,131,86,32,40
"TRINITY_DN9710_c0_g1",51,52,38,48,2,13
"TRINITY_DN9710_c1_g1",20,28,24,26,8,9
"TRINITY_DN9728_c0_g1",50,57,117,115,26,56
"TRINITY_DN9797_c0_g1",302,286,256,477,137,105
"TRINITY_DN9772_c0_g1",37,25,40,24,3,35
"TRINITY_DN9723_c0_g1",182,171,124,56,52,65
"TRINITY_DN9735_c0_g1",204,197,268,204,85,88
"TRINITY_DN9721_c0_g1",13,21,15,11,4,4
"TRINITY_DN9786_c0_g1",19,22,17,19,9,14
"TRINITY_DN9786_c0_g2",376,475,329,357,200,245
"TRINITY_DN9747_c0_g1",26,13,39,29,13,17
"TRINITY_DN9788_c0_g1",54,69,69,35,16,9
"TRINITY_DN9788_c1_g1",321,409,502,371,132,128
"TRINITY_DN9782_c2_g1",20,12,41,53,19,19
"TRINITY_DN9750_c0_g1",71,52,33,27,11,19
"TRINITY_DN9750_c1_g1",71,76,67,47,33,17
"TRINITY_DN9719_c1_g1",733,731,988,590,286,228
"TRINITY_DN9745_c0_g1",51,68,83,145,94,43
"TRINITY_DN9738_c0_g1",275,495,363,204,58,31
"TRINITY_DN9799_c0_g1",142,198,134,296,121,141
"TRINITY_DN9791_c0_g1",370,317,440,295,120,114
"TRINITY_DN9702_c0_g1",32,68,46,15,4,4
"TRINITY_DN9945_c0_g1",249,258,217,923,520,363
"TRINITY_DN9964_c0_g1",110,127,107,112,34,87
"TRINITY_DN9953_c0_g1",28,21,28,40,30,28
"TRINITY_DN9934_c0_g1",71,53,53,45,13,21
"TRINITY_DN9995_c0_g1",53,82,84,36,15,15
"TRINITY_DN9973_c0_g3",11,4,14,5,0,11
"TRINITY_DN9988_c0_g1",27,44,47,51,24,24
"TRINITY_DN9922_c0_g1",139,122,129,199,172,119
"TRINITY_DN9919_c0_g1",327,242,333,315,188,185
"TRINITY_DN9994_c0_g1",34,20,46,34,25,20
"TRINITY_DN9939_c0_g1",50,40,52,47,13,18
"TRINITY_DN9939_c2_g2",155,143,177,96,51,44
"TRINITY_DN9965_c0_g1",26,38,62,92,77,18
"TRINITY_DN9969_c0_g1",22,29,28,6,3,8
"TRINITY_DN9969_c0_g2",28,10,34,40,8,6
"TRINITY_DN9941_c0_g1",169,244,191,157,50,58
"TRINITY_DN9957_c0_g1",76,77,142,110,46,39
"TRINITY_DN9957_c3_g1",53,46,72,78,19,10
"TRINITY_DN9940_c0_g1",48,56,60,56,36,26
"TRINITY_DN9967_c0_g1",17,15,11,8,18,13
"TRINITY_DN9967_c1_g1",139,116,151,118,38,48
"TRINITY_DN9910_c0_g1",47,64,46,84,11,34
"TRINITY_DN9955_c0_g1",151,135,120,257,112,42
"TRINITY_DN9990_c0_g1",122,110,226,166,123,102
"TRINITY_DN9987_c0_g1",54,25,52,43,31,7
"TRINITY_DN9977_c0_g1",185,158,283,196,55,45
"TRINITY_DN9911_c0_g1",114,94,140,245,115,114
"TRINITY_DN9992_c0_g1",15,50,17,118,43,42
"TRINITY_DN9950_c0_g1",333,367,380,114,83,77
"TRINITY_DN9966_c0_g2",33,30,44,38,9,21
"TRINITY_DN9921_c0_g1",164,168,201,140,37,48
"TRINITY_DN9975_c0_g1",10,11,28,27,3,8
"TRINITY_DN9928_c0_g1",386,410,307,234,258,196
"TRINITY_DN9986_c0_g1",97,108,155,229,87,84
"TRINITY_DN9986_c1_g1",106,115,93,543,217,130
"TRINITY_DN9998_c0_g1",15,33,13,289,873,423
"TRINITY_DN9937_c0_g1",21,12,24,19,9,3
"TRINITY_DN9980_c0_g1",111,81,91,81,42,59
"TRINITY_DN9901_c0_g1",393,364,334,258,99,201
"TRINITY_DN9917_c0_g1",130,86,171,226,72,78
"TRINITY_DN9971_c0_g1",107,111,114,125,35,24
"TRINITY_DN9914_c0_g1",16,42,24,21,11,6
"TRINITY_DN9923_c0_g1",222,139,98,117,78,62
"TRINITY_DN9944_c0_g1",38,16,34,19,36,24
"TRINITY_DN9925_c0_g1",75,68,42,43,37,30
"TRINITY_DN9999_c0_g1",135,57,87,101,37,66
"TRINITY_DN9999_c1_g1",43,99,116,58,38,45
"TRINITY_DN9947_c0_g1",41,22,56,35,20,14
"TRINITY_DN9983_c0_g1",146,182,140,68,58,41
"TRINITY_DN9946_c0_g1",66,92,78,72,7,43
"TRINITY_DN10378_c0_g1",65,61,78,81,34,25
"TRINITY_DN10328_c0_g1",279,424,385,129,61,64
"TRINITY_DN10362_c0_g1",54,49,67,57,52,77
"TRINITY_DN10394_c0_g1",183,198,321,169,95,45
"TRINITY_DN10380_c0_g1",506,608,291,144,238,218
"TRINITY_DN10353_c0_g1",168,150,257,125,98,45
"TRINITY_DN10359_c0_g1",177,217,184,64,40,52
"TRINITY_DN10317_c0_g1",289,323,464,295,321,275
"TRINITY_DN10314_c0_g1",179,185,232,328,133,108
"TRINITY_DN10386_c0_g1",19,22,4,16,44,27
"TRINITY_DN10381_c0_g1",38,51,53,104,19,31
"TRINITY_DN10302_c1_g1",40,52,63,49,33,17
"TRINITY_DN10333_c0_g1",455,321,313,247,132,64
"TRINITY_DN10371_c0_g1",329,323,437,394,123,193
"TRINITY_DN10398_c0_g1",1486,1675,1237,1515,485,762
"TRINITY_DN10332_c0_g2",105,135,165,21,29,25
"TRINITY_DN10307_c0_g1",317,288,408,259,82,85
"TRINITY_DN10307_c1_g1",178,228,272,308,151,110
"TRINITY_DN10375_c0_g1",21,41,21,4,20,4
"TRINITY_DN10343_c0_g1",22,8,12,26,7,10
"TRINITY_DN10319_c0_g1",164,124,209,148,60,48
"TRINITY_DN10361_c0_g1",13,20,33,13,10,2
"TRINITY_DN10358_c0_g1",41,9,16,21,12,9
"TRINITY_DN10351_c0_g1",99,81,88,31,23,11
"TRINITY_DN10337_c0_g1",105,136,146,219,86,103
"TRINITY_DN10316_c0_g1",69,80,90,1070,731,281
"TRINITY_DN10301_c0_g1",100,94,118,210,88,84
"TRINITY_DN10304_c0_g1",35,58,59,47,21,22
"TRINITY_DN10392_c0_g1",35,53,31,24,9,21
"TRINITY_DN10300_c0_g2",21,43,23,13,2,17
"TRINITY_DN10334_c0_g1",105,131,146,89,37,68
"TRINITY_DN10388_c0_g1",129,152,140,91,43,33
"TRINITY_DN10309_c0_g1",109,108,170,116,67,62
"TRINITY_DN10338_c0_g1",11,31,26,9,0,6
"TRINITY_DN10950_c0_g1",461,436,498,196,120,133
"TRINITY_DN10981_c0_g1",28,14,47,28,21,10
"TRINITY_DN10958_c0_g1",102,142,142,109,51,62
"TRINITY_DN10926_c0_g1",38,25,32,5,4,24
"TRINITY_DN10926_c1_g1",15,11,17,7,8,2
"TRINITY_DN10919_c0_g1",83,59,55,73,16,30
"TRINITY_DN10996_c0_g1",163,145,180,208,24,41
"TRINITY_DN10980_c0_g1",28,31,46,10,3,7
"TRINITY_DN10959_c0_g1",48,27,46,17,0,24
"TRINITY_DN10972_c0_g1",70,59,69,56,14,23
"TRINITY_DN10963_c0_g1",518,517,466,469,312,208
"TRINITY_DN10924_c0_g1",62,45,45,36,49,9
"TRINITY_DN10909_c0_g2",14,12,13,0,7,4
"TRINITY_DN10922_c0_g1",18,70,53,6,8,6
"TRINITY_DN10939_c0_g1",130,221,123,148,49,36
"TRINITY_DN10939_c1_g1",177,125,190,101,27,58
"TRINITY_DN10944_c0_g1",17,16,21,45,17,8
"TRINITY_DN10908_c0_g1",20,6,17,15,9,10
"TRINITY_DN10940_c0_g2",83,52,65,39,61,48
"TRINITY_DN10977_c0_g1",221,170,238,312,175,141
"TRINITY_DN10984_c0_g1",65,40,73,31,7,8
"TRINITY_DN10942_c0_g1",116,51,63,114,65,42
"TRINITY_DN10931_c0_g1",106,94,248,52,33,17
"TRINITY_DN10931_c1_g1",360,453,454,638,259,272
"TRINITY_DN10931_c9_g1",53,59,64,63,4,12
"TRINITY_DN10936_c0_g1",439,486,487,428,593,412
"TRINITY_DN10947_c0_g2",40,46,31,62,31,23
"TRINITY_DN10935_c0_g1",251,205,253,224,55,106
"TRINITY_DN10932_c0_g1",42,32,40,26,34,17
"TRINITY_DN10967_c0_g1",66,111,100,14,28,15
"TRINITY_DN10954_c0_g1",18,21,12,3,6,0
"TRINITY_DN10975_c1_g2",63,39,33,20,4,8
"TRINITY_DN10914_c0_g1",25,26,8,14,0,4
"TRINITY_DN10989_c0_g1",21,20,12,34,8,20
"TRINITY_DN10925_c4_g1",6,21,28,11,0,11
"TRINITY_DN11042_c0_g1",67,78,78,62,17,30
"TRINITY_DN11058_c0_g1",16,27,24,13,14,29
"TRINITY_DN11087_c0_g1",535,663,1165,1839,537,372
"TRINITY_DN11052_c0_g1",101,75,77,18,44,21
"TRINITY_DN11036_c1_g1",196,189,146,226,131,55
"TRINITY_DN11015_c0_g1",70,38,83,75,19,21
"TRINITY_DN11039_c0_g1",55,57,83,344,154,77
"TRINITY_DN11002_c0_g1",90,101,64,62,10,16
"TRINITY_DN11079_c0_g1",191,159,193,52,15,44
"TRINITY_DN11094_c0_g1",89,52,61,48,19,24
"TRINITY_DN11062_c0_g1",43,83,54,43,12,16
"TRINITY_DN11035_c0_g2",153,69,127,143,117,122
"TRINITY_DN11092_c0_g1",43,64,34,13,8,10
"TRINITY_DN11092_c3_g1",95,57,55,72,14,26
"TRINITY_DN11028_c0_g1",106,116,80,58,29,15
"TRINITY_DN11011_c0_g1",378,493,410,96,94,108
"TRINITY_DN11054_c0_g1",39,49,53,59,62,47
"TRINITY_DN11021_c0_g1",60,48,87,87,9,38
"TRINITY_DN11064_c0_g1",2901,3174,2607,799,746,496
"TRINITY_DN11047_c0_g1",41,37,55,47,18,25
"TRINITY_DN11059_c0_g1",136,22,18,0,2,0
"TRINITY_DN11061_c0_g1",267,256,187,190,124,115
"TRINITY_DN11095_c0_g1",666,515,574,533,287,296
"TRINITY_DN11095_c0_g2",39,34,37,35,5,3
"TRINITY_DN11095_c2_g1",15,13,15,8,0,0
"TRINITY_DN11050_c0_g1",49,46,50,4,0,0
"TRINITY_DN11074_c0_g1",56,65,108,123,26,39
"TRINITY_DN11038_c1_g5",21,38,18,15,17,15
"TRINITY_DN11091_c0_g1",376,451,450,298,149,184
"TRINITY_DN11080_c0_g1",52,61,46,32,32,14
"TRINITY_DN11099_c0_g1",33,53,42,29,19,17
"TRINITY_DN11020_c0_g2",428,532,652,1078,428,274
"TRINITY_DN11056_c0_g2",110,188,187,94,29,25
"TRINITY_DN11029_c0_g1",8,12,18,13,10,8
"TRINITY_DN11921_c0_g1",51,57,72,46,10,3
"TRINITY_DN11987_c0_g3",77,38,69,125,71,65
"TRINITY_DN11990_c0_g1",24,38,68,20,24,24
"TRINITY_DN11910_c0_g1",309,438,524,153,103,83
"TRINITY_DN11906_c0_g1",169,207,223,155,50,23
"TRINITY_DN11946_c0_g1",31,31,58,49,25,20
"TRINITY_DN11930_c0_g1",63,103,85,11,28,15
"TRINITY_DN11952_c0_g1",58,125,53,182,61,42
"TRINITY_DN11927_c1_g2",0,22,11,12,2,2
"TRINITY_DN11918_c0_g1",57,69,56,127,32,34
"TRINITY_DN11950_c0_g1",0,9,7,52,109,77
"TRINITY_DN11957_c0_g1",164,252,206,167,193,93
"TRINITY_DN11983_c0_g1",59,64,103,66,18,12
"TRINITY_DN11982_c0_g1",369,353,506,1528,3369,1556
"TRINITY_DN11904_c0_g1",73,47,101,84,24,22
"TRINITY_DN11934_c0_g2",73,64,52,78,31,17
"TRINITY_DN11934_c0_g3",287,250,391,183,56,83
"TRINITY_DN11934_c1_g1",43,55,104,28,13,25
"TRINITY_DN11964_c0_g1",79,74,122,138,28,32
"TRINITY_DN11993_c0_g1",561,545,537,392,111,139
"TRINITY_DN11993_c1_g1",88,72,113,81,36,49
"TRINITY_DN11945_c0_g1",112,136,97,46,21,10
"TRINITY_DN11988_c0_g1",23,36,56,121,70,27
"TRINITY_DN11943_c0_g1",26,72,82,54,8,11
"TRINITY_DN11912_c0_g1",73,136,96,56,39,64
"TRINITY_DN11905_c0_g1",54,71,56,81,15,16
"TRINITY_DN11947_c0_g1",52,52,59,48,25,11
"TRINITY_DN11947_c0_g3",159,154,217,233,119,94
"TRINITY_DN11947_c2_g1",33,26,29,38,2,16
"TRINITY_DN11960_c0_g1",42,27,81,22,21,21
"TRINITY_DN11978_c0_g2",90,33,109,42,38,39
